:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
22830,Drug,1876X1947,Antihemophilic factor human,,"The human antihemophilic factor is indicated for the cases of hemophilia A, also known as classical hemophilia for the prevention and control of hemorrhagic episodes.[L1055] If surgery is needed in patients with hemophilia A there is a need of correction of the clotting abnormality. In this cases, the human antihemophilic factor may be administered followed by intermittent maintenance doses.[L1053] The hemophilia A is characterized by the deficiency of the coagulation factor VIII that results in prolonged blood flow after injury or surgery as well as recurrent bleeding.[T56]",
22831,Drug,1877X1752,Vapreotide,,For the treatment of esophageal variceal bleeding in patients with cirrhotic liver disease and has also shown efficacy in the treatment of patients with AIDS-related diarrhea.,103222-11-3
22832,Drug,1878X1637,Nandrolone phenpropionate,DB00984,"For the treatment of refractory deficient red cell production anemias, breast carcinoma, hereditary angioedema, antithrombin III deficiency, fibrinogen excess, growth failure and Turner's syndrome. It is also indicated in the prophylaxis of hereditary angioedema.",62-90-8
22833,Drug,1879X1628,Tizanidine,DB00697,For the management of increased muscle tone associated with spasticity,51322-75-9
22834,Drug,1879X1788,Bafilomycin A1,,,88899-55-2
22835,Drug,1879X1864,Morniflumate,,"Morniflumate is indicated for the treatment of inflammatory conditions affecting the airways, ENT system, urogenital tract and bone and joint systems in adults. In Italy, morniflumate is also indicated for the treatment of pain associated with ear, nose, throat (ENT) and gastrointestinal inflammatory conditions in children.  Morniflumate is a well established NSAID that has been in use for over three decades in Italy (particularly for the treatment of upper respiratory tract infections in children), France, Belgium, Austria, Switzerland, Spain and Portugal; it has a generally favorable tolerability profile.",65847-85-0
22836,Drug,1880X1626,Dexmedetomidine,DB00633,"For sedation of initially intubated and mechanically ventilated patients during treatment in an intensive care setting, also used in pain relief; anxiety reduction and analgesia",113775-47-6
22837,Drug,1881X1751,Ximelagatran,,For the treatment of acute deep vein thrombosis.,192939-46-1
22838,Drug,2250X1631,Candesartan cilexetil,DB00796,"May be used as a first line agent to treat uncomplicated hypertension, isolated systolic hypertension and left ventricular hypertrophy. May be used as a first line agent to delay progression of diabetic nephropathy. Candesartan may be also used as a second line agent in the treatment of congestive heart failure, systolic dysfunction, myocardial infarction and coronary artery disease in those intolerant of ACE inhibitors.",145040-37-5
22839,Drug,2250X1891,Butamben,,Butamben was indicated for the treatment of chronic pain due to its long-duration effect.[A32663] It is also indicated as a surface anesthetic for skin a mucous membrane and for the relief of pain and pruritus associated with anorectal disorders.[L2445],94-25-7
22840,Drug,2251X1864,Tianeptine,,Used primarily in the treatment of major depressive disorder and anxiety [A31969]. It is currently being studied for fibromyalgia pain treatment [L1426].,72797-41-2
22841,Drug,2252X1625,Sulindac,DB00605,"For acute or long-term use in the relief of signs and symptoms of osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, acute painful shoulder (acute subacromial bursitis/supraspinatus tendinitis), and acute gouty arthritis.",38194-50-2
22842,Drug,2252X1893,Thonzylamine,,Thozylamine is indicated for use in the symptomatic control of allergic rhinitis or other upper respiratory allergic symptoms [FDA Label]. It is typically a part of combination over the counter products.,91-85-0
22843,Drug,2253X1630,Benzquinamide,DB00767,"Used to prevent and treat nausea and vomiting associated with anesthesia and surgery, administered intramuscularly or intravenously.",63-12-7
22844,Drug,2254X1741,Estrone sulfate,,"Estropipate is used for the treatment of moderate to severe vasomotor symptoms associated with the monopause, and moderate to severe symptoms of vulval and vaginal atrophy associated with the menopause. It is also used to treat hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and prevent postmenopausal osteoporosis.",481-97-0
22845,Drug,2254X1898,Myrrh,,"FDA approved only for use in food. Historically used for indigestion, ulcers, colds, cough, asthma, bronchial congestion, arthritic pain, cancer, leprosy, and syphilis. It is also used orally as a stimulant, antispasmodic, and to increase menstrual flow. Topically, myrrh is used for mild inflammation of the oral and pharyngeal mucosa, aphthous ulcers, gingivitis, chapped lips, hemorrhoids, bedsores, wounds, abrasions, furunculosis, bad breath, and loose teeth. In foods and beverages, myrrh is used as a flavoring component. In manufacturing, myrrh is used as a fragrance and fixative in cosmetics. It is also used in embalming and as incense.",9000-45-7
22846,Drug,2255X1629,Meclizine,DB00737,"For the prevention and treatment of nausea, vomiting, or dizziness associated with motion sickness.",569-65-3
22847,Drug,2256X1631,Alfentanil,DB00802,For the management of postoperative pain and the maintenance of general anesthesia.,71195-58-9
22848,Drug,2257X1857,Corifollitropin alfa,,Controlled ovarian stimulation [L2273] in cases of women who are undergoing fertility treatment to stimulate the development of more than one mature egg simultaneously in the ovaries in combination with a gonadotrophin-releasing hormone (GnRH) antagonist (a type of medicine also used in fertility treatments)[L2270].,195962-23-3
22849,Drug,2258X1621,Raloxifene,DB00481,"For the prevention and treatment of osteoporosis in post-menopausal women, as well as prevention and treatment of corticosteroid-induced bone loss. Also for the reduction in the incidence of invasive breast cancer in postmenopausal women with osteoporosis or have a high risk for developing breast cancer.",84449-90-1
22850,Drug,2259X1648,Mibefradil,,For the treatment of angina and high blood pressure.,116644-53-2
22851,Drug,2259X1761,Vandetanib,DB05294,"Vandetanib is currently approved as an alternative to local therapies for both unresectable and disseminated disease. Because Vandetanib can prolong the Q-T interval, it is contraindicated for use in patients with serious cardiac complications such as congenital long QT syndrome and uncompensated heart failure.",443913-73-3
22852,Drug,2260X1614,Clotrimazole,DB00257,"For the local treatment of oropharyngeal candidiasis and vaginal yeast infections, also used in fungal infections of the skin such as ringworm, athlete's foot, and jock itch.",23593-75-1
22853,Drug,2261X1608,Alpha-1-proteinase inhibitor,DB00058,For chronic augmentation and maintenance therapy in individuals with alpha1-proteinase inhibitor (A1-PI) deficiency and clinical evidence of emphysema.,9041-92-3
22854,Drug,2261X1644,Enoxaparin,DB01225,"For the prophylaxis of deep vein thrombosis, which may lead to pulmonary embolism, and also for the prophylaxis of ischemic complications of unstable angina and non-Q-wave myocardial infarction, when concurrently administered with aspirin.",9005-49-6
22855,Drug,2263X1628,Propiomazine,DB00777,Propiomazine is largely used for its antihistamininc sleep inducing effects in treating insomnia.,362-29-8
22856,Drug,2263X1862,Alirocumab,,Alirocumab is indicated as an adjunct to diet and maximally tolerated statin therapy in adults who require additional LDL-cholesterol (LDL-C) lowering due to heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease.,1245916-14-6
22857,Drug,2264X1848,Tafluprost,,Tafluprost is indicated for reducing elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,209860-87-7
22858,Drug,2265X1622,Diclofenac,DB00586,For the acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.,15307-86-5
22859,Drug,2265X1774,Dimethylcurcumin,,Investigated for use/treatment in acne and alopecia.,52328-98-0
22860,Drug,1866X1649,Tasosartan,,Tasosartan is infrequently in the treatment of hypertension and heart failure.,145733-36-4
22861,Drug,1867X1610,Infliximab,DB00065,"* Indicated for reducing signs and symptoms and inducing and maintaining clinical remission in adult or pediatric (≥ 6 years of age) patients with moderately to severely active **Crohn’s disease** who have had an inadequate response to conventional therapy  * Indicated for reducing the number of draining enterocutaneous and rectovaginal fistulas and maintaining fistula closure in adult patients with fistulizing **Crohn’s disease**.   * Indicated for reducing signs and symptoms, inducing and maintaining clinical remission and mucosal healing, and eliminating corticosteroid use in adult or pediatric (≥ 6 years of age) patients with moderately to severely active **ulcerative colitis** who have had an inadequate response to conventional therapy.   * Indicated for, in combination with methotrexate, reducing signs and symptoms, inhibiting the progression of structural damage, and improving physical function in patients with moderately to severely active **rheumatoid arthritis**.   * Indicated for reducing signs and symptoms in patients with active **ankylosing spondylitis**.   * Indicated for reducing signs and symptoms of active arthritis, inhibiting the progression of structural damage, and improving physical function in patients with **psoriatic arthritis**.   * Indicated for the treatment of adult patients with chronic severe (i.e., extensive and/or disabling) **plaque psoriasis** who are candidates for systemic therapy and when other systemic therapies are medically less appropriate.",170277-31-3
22862,Drug,1867X1644,Itraconazole,DB01167,"For the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients: pulmonary and extrapulmonary blastomycosis, histoplasmosis, aspergillosis, and onychomycosis.",84625-61-6
22863,Drug,1867X1954,Estradiol valerate,DB13956,"Estradiol valerate is commercially available as an intramuscular injection as the product Delestrogen and is indicated for the treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and for the treatment of advanced androgen-dependent carcinoma of the prostate (for palliation only).     Estradiol valerate is also available in combination with [DB09123] as the commercially available product Natazia used for the prevention of pregnancy and for the treatment of heavy menstrual bleeding.",979-32-8
22864,Drug,1868X1643,Carvedilol,DB01136,For the treatment of mild or moderate (NYHA class II or III) heart failure of ischemic or cardiomyopathic origin.,72956-09-3
22865,Drug,1869X1639,Tioconazole,DB01007,For the local treatment of vulvovaginal candidiasis (moniliasis).,65899-73-2
22866,Drug,1869X1896,Thrombin,,"Bovine thrombin is a topical thrombin indicated to aid hemostasis whenever oozing blood and minor bleeding from capillaries and small venules is accessible and control of bleeding by standard surgical techniques (like suture, ligature, or cautery) is ineffective or impractical [FDA Label]. Additionally, topical bovine thrombin can also be used in combination with an absorbable gelatin sponge, USP [FDA Label].",
22867,Drug,1870X1636,Repaglinide,DB00912,As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.,135062-02-1
22868,Drug,1871X1609,Desmopressin,DB00035,- Indicated for the treatment of nocturia due to nocturnal polyuria in adults who awaken at least 2 times per night to void (intranasal).     - Indicated as antidiuretic replacement therapy in the management of central cranial diabetes insipidus and for management of the temporary polyuria and polydipsia following head trauma or surgery in the pituitary region (intranasal/parenteral).    - Indicated for patients with hemophilia A with factor VIII coagulant activity levels greater than 5% or mild to moderate classic von Willebrand's Disease (Type I) with factor VIII levels greater than 5% during surgical procedures and postoperatively to maintain hemostasis (parenteral).,16679-58-6
